date,crop,model,horizon,forecast
2026-01-25,Coconut,SeasonalNaive,4,12.836114715412412
2026-02-01,Coconut,SeasonalNaive,5,13.213647501159834
2026-02-08,Coconut,SeasonalNaive,6,13.968713072654682
2026-02-15,Coconut,SeasonalNaive,7,14.346245858402105
2026-02-22,Coconut,SeasonalNaive,8,14.346245858402105
2026-03-01,Coconut,SeasonalNaive,9,13.591180286907257
2026-03-08,Coconut,SeasonalNaive,10,15.101311429896954
2026-03-15,Coconut,SeasonalNaive,11,14.346245858402105
2026-03-22,Coconut,SeasonalNaive,12,14.723778644149528
2026-03-29,Coconut,SeasonalNaive,13,15.101311429896954
2026-01-04,Coriander,SeasonalNaive,1,2.6359124241045717
2026-01-11,Coriander,SeasonalNaive,2,2.6359124241045717
2026-01-18,Coriander,SeasonalNaive,3,3.012471341833796
2026-01-25,Coriander,SeasonalNaive,4,2.6359124241045717
2026-02-01,Coriander,SeasonalNaive,5,2.6359124241045717
2026-02-08,Coriander,SeasonalNaive,6,2.6359124241045717
2026-02-15,Coriander,SeasonalNaive,7,2.6359124241045717
2026-02-22,Coriander,SeasonalNaive,8,2.6359124241045717
2026-03-01,Coriander,SeasonalNaive,9,2.6359124241045717
2026-03-08,Coriander,SeasonalNaive,10,3.012471341833796
2026-03-15,Coriander,SeasonalNaive,11,3.012471341833796
2026-03-22,Coriander,SeasonalNaive,12,3.012471341833796
2026-03-29,Coriander,SeasonalNaive,13,3.012471341833796
2026-01-04,Basil,SeasonalNaive,1,2.6359124241045717
2026-01-11,Basil,SeasonalNaive,2,2.2593535063753465
2026-01-18,Basil,SeasonalNaive,3,2.2593535063753465
2026-01-25,Basil,SeasonalNaive,4,2.2593535063753465
2026-02-01,Basil,SeasonalNaive,5,2.6359124241045717
2026-02-08,Basil,SeasonalNaive,6,2.2593535063753465
2026-02-15,Basil,SeasonalNaive,7,3.012471341833796
2026-02-22,Basil,SeasonalNaive,8,2.6359124241045717
2026-03-01,Basil,SeasonalNaive,9,2.6359124241045717
2026-03-08,Basil,SeasonalNaive,10,2.6359124241045717
2026-03-15,Basil,SeasonalNaive,11,2.6359124241045717
2026-03-22,Basil,SeasonalNaive,12,2.6359124241045717
2026-03-29,Basil,SeasonalNaive,13,3.012471341833796
2026-01-04,Parsley,SeasonalNaive,1,1.476357123395318
2026-01-11,Parsley,SeasonalNaive,2,1.1072678425464884
2026-01-18,Parsley,SeasonalNaive,3,1.1072678425464884
2026-01-25,Parsley,SeasonalNaive,4,1.1072678425464884
2026-02-01,Parsley,SeasonalNaive,5,1.476357123395318
2026-02-08,Parsley,SeasonalNaive,6,1.1072678425464884
2026-02-15,Parsley,SeasonalNaive,7,1.1072678425464884
2026-02-22,Parsley,SeasonalNaive,8,1.1072678425464884
2026-03-01,Parsley,SeasonalNaive,9,1.1072678425464884
2026-03-08,Parsley,SeasonalNaive,10,1.1072678425464884
2026-03-15,Parsley,SeasonalNaive,11,1.1072678425464884
2026-03-22,Parsley,SeasonalNaive,12,1.1072678425464884
2026-03-29,Parsley,SeasonalNaive,13,1.1072678425464884
2026-01-04,Onion,SeasonalNaive,1,14.39448195310435
2026-01-11,Onion,SeasonalNaive,2,13.65630339140669
2026-01-18,Onion,SeasonalNaive,3,12.549035548860202
2026-01-25,Onion,SeasonalNaive,4,11.441767706313714
2026-02-01,Onion,SeasonalNaive,5,11.810856987162545
2026-02-08,Onion,SeasonalNaive,6,11.441767706313714
2026-02-15,Onion,SeasonalNaive,7,11.810856987162545
2026-02-22,Onion,SeasonalNaive,8,12.179946268011374
2026-03-01,Onion,SeasonalNaive,9,12.179946268011374
2026-03-08,Onion,SeasonalNaive,10,12.179946268011374
2026-03-15,Onion,SeasonalNaive,11,11.810856987162545
2026-03-22,Onion,SeasonalNaive,12,11.441767706313714
2026-03-29,Onion,SeasonalNaive,13,11.441767706313714
2026-01-04,Garlic,SeasonalNaive,1,12.011969989365111
2026-01-11,Garlic,SeasonalNaive,2,11.636595927197453
2026-01-18,Garlic,SeasonalNaive,3,11.636595927197453
2026-01-25,Garlic,SeasonalNaive,4,11.636595927197453
2026-02-01,Garlic,SeasonalNaive,5,11.261221865029793
2026-02-08,Garlic,SeasonalNaive,6,10.885847802862132
2026-02-15,Garlic,SeasonalNaive,7,10.885847802862132
2026-02-22,Garlic,SeasonalNaive,8,10.135099678526814
2026-03-01,Garlic,SeasonalNaive,9,10.510473740694472
2026-03-08,Garlic,SeasonalNaive,10,10.885847802862132
2026-03-15,Garlic,SeasonalNaive,11,10.510473740694472
2026-03-22,Garlic,SeasonalNaive,12,10.510473740694472
2026-03-29,Garlic,SeasonalNaive,13,10.885847802862132
2026-01-04,Spinach,SeasonalNaive,1,5.255236870347236
2026-01-11,Spinach,SeasonalNaive,2,6.0059849946825565
2026-01-18,Spinach,SeasonalNaive,3,5.630610932514896
2026-01-25,Spinach,SeasonalNaive,4,5.255236870347236
2026-02-01,Spinach,SeasonalNaive,5,5.255236870347236
2026-02-08,Spinach,SeasonalNaive,6,5.630610932514896
2026-02-15,Spinach,SeasonalNaive,7,5.255236870347236
2026-02-22,Spinach,SeasonalNaive,8,5.630610932514896
2026-03-01,Spinach,SeasonalNaive,9,4.879862808179577
2026-03-08,Spinach,SeasonalNaive,10,4.879862808179577
2026-03-15,Spinach,SeasonalNaive,11,5.255236870347236
2026-03-22,Spinach,SeasonalNaive,12,5.255236870347236
2026-03-29,Spinach,SeasonalNaive,13,5.255236870347236
2026-01-04,Lime,ETS,1,5.069549584781342
2026-01-11,Lime,ETS,2,5.069549584781342
2026-01-18,Lime,ETS,3,5.069549584781342
2026-01-25,Lime,ETS,4,5.069549584781342
2026-02-01,Lime,ETS,5,5.069549584781342
2026-02-08,Lime,ETS,6,5.069549584781342
2026-02-15,Lime,ETS,7,5.069549584781342
2026-02-22,Lime,ETS,8,5.069549584781342
2026-03-01,Lime,ETS,9,5.069549584781342
2026-03-08,Lime,ETS,10,5.069549584781342
2026-03-15,Lime,ETS,11,5.069549584781342
2026-03-22,Lime,ETS,12,5.069549584781342
2026-03-29,Lime,ETS,13,5.069549584781342
2026-01-04,Cabbage,ETS,1,5.576504543259476
2026-01-11,Cabbage,ETS,2,5.576504543259476
2026-01-18,Cabbage,ETS,3,5.576504543259476
2026-01-25,Cabbage,ETS,4,5.576504543259476
2026-02-01,Cabbage,ETS,5,5.576504543259476
2026-02-08,Cabbage,ETS,6,5.576504543259476
2026-02-15,Cabbage,ETS,7,5.576504543259476
2026-02-22,Cabbage,ETS,8,5.576504543259476
2026-03-01,Cabbage,ETS,9,5.576504543259476
2026-03-08,Cabbage,ETS,10,5.576504543259476
2026-03-15,Cabbage,ETS,11,5.576504543259476
2026-03-22,Cabbage,ETS,12,5.576504543259476
2026-03-29,Cabbage,ETS,13,5.576504543259476
2026-01-04,Pineapple,ETS,1,9.632144211084553
2026-01-11,Pineapple,ETS,2,9.632144211084553
2026-01-18,Pineapple,ETS,3,9.632144211084553
2026-01-25,Pineapple,ETS,4,9.632144211084553
2026-02-01,Pineapple,ETS,5,9.632144211084553
2026-02-08,Pineapple,ETS,6,9.632144211084553
2026-02-15,Pineapple,ETS,7,9.632144211084553
2026-02-22,Pineapple,ETS,8,9.632144211084553
2026-03-01,Pineapple,ETS,9,9.632144211084553
2026-03-08,Pineapple,ETS,10,9.632144211084553
2026-03-15,Pineapple,ETS,11,9.632144211084553
2026-03-22,Pineapple,ETS,12,9.632144211084553
2026-03-29,Pineapple,ETS,13,9.632144211084553
2026-01-04,Carrot,ETS,1,0.3787193296827127
2026-01-11,Carrot,ETS,2,0.3787193296827127
2026-01-18,Carrot,ETS,3,0.3787193296827127
2026-01-25,Carrot,ETS,4,0.3787193296827127
2026-02-01,Carrot,ETS,5,0.3787193296827127
2026-02-08,Carrot,ETS,6,0.3787193296827127
2026-02-15,Carrot,ETS,7,0.3787193296827127
2026-02-22,Carrot,ETS,8,0.3787193296827127
2026-03-01,Carrot,ETS,9,0.3787193296827127
2026-03-08,Carrot,ETS,10,0.1893596648413563
2026-03-15,Carrot,ETS,11,0.3787193296827127
2026-03-22,Carrot,ETS,12,0.3787193296827127
2026-03-29,Carrot,ETS,13,0.3787193296827127
2026-01-04,Blackberry,ETS,1,1.1323161019290884
2026-01-11,Blackberry,ETS,2,1.1323161019290884
2026-01-18,Blackberry,ETS,3,1.5097548025721177
2026-01-25,Blackberry,ETS,4,1.5097548025721177
2026-02-01,Blackberry,ETS,5,1.8871935032151472
2026-02-08,Blackberry,ETS,6,1.8871935032151472
2026-02-15,Blackberry,ETS,7,1.5097548025721177
2026-02-22,Blackberry,ETS,8,1.8871935032151472
2026-03-01,Blackberry,ETS,9,1.8871935032151472
2026-03-08,Blackberry,ETS,10,1.5097548025721177
2026-03-15,Blackberry,ETS,11,1.8871935032151472
2026-03-22,Blackberry,ETS,12,1.5097548025721177
2026-03-29,Blackberry,ETS,13,1.8871935032151472
2026-01-04,Potato,ETS,1,0.187973487113024
2026-01-11,Potato,ETS,2,0.187973487113024
2026-01-18,Potato,ETS,3,0.0
2026-01-25,Potato,ETS,4,0.0
2026-02-01,Potato,ETS,5,0.187973487113024
2026-02-08,Potato,ETS,6,0.187973487113024
2026-02-15,Potato,ETS,7,0.187973487113024
2026-02-22,Potato,ETS,8,0.187973487113024
2026-03-01,Potato,ETS,9,0.187973487113024
2026-03-08,Potato,ETS,10,0.0
2026-03-15,Potato,ETS,11,0.187973487113024
2026-03-22,Potato,ETS,12,0.0
2026-03-29,Potato,ETS,13,0.0
2026-01-04,Avocado,ETS,1,6.862384334341365
2026-01-11,Avocado,ETS,2,6.862384334341365
2026-01-18,Avocado,ETS,3,6.099897186081214
2026-01-25,Avocado,ETS,4,6.862384334341365
2026-02-01,Avocado,ETS,5,6.862384334341365
2026-02-08,Avocado,ETS,6,6.099897186081214
2026-02-15,Avocado,ETS,7,6.862384334341365
2026-02-22,Avocado,ETS,8,6.862384334341365
2026-03-01,Avocado,ETS,9,6.862384334341365
2026-03-08,Avocado,ETS,10,6.099897186081214
2026-03-15,Avocado,ETS,11,6.862384334341365
2026-03-22,Avocado,ETS,12,7.624871482601517
2026-03-29,Avocado,ETS,13,6.862384334341365
2026-01-04,Chayote,ETS,1,0.3775327857474238
2026-01-11,Chayote,ETS,2,0.7550655714948477
2026-01-18,Chayote,ETS,3,0.7550655714948477
2026-01-25,Chayote,ETS,4,0.3775327857474238
2026-02-01,Chayote,ETS,5,0.3775327857474238
2026-02-08,Chayote,ETS,6,0.7550655714948477
2026-02-15,Chayote,ETS,7,0.7550655714948477
2026-02-22,Chayote,ETS,8,0.3775327857474238
2026-03-01,Chayote,ETS,9,0.3775327857474238
2026-03-08,Chayote,ETS,10,0.3775327857474238
2026-03-15,Chayote,ETS,11,0.3775327857474238
2026-03-22,Chayote,ETS,12,0.7550655714948477
2026-03-29,Chayote,ETS,13,0.3775327857474238
2026-01-04,Peanut,ETS,1,11.437307223902277
2026-01-11,Peanut,ETS,2,12.199794372162428
2026-01-18,Peanut,ETS,3,11.437307223902277
2026-01-25,Peanut,ETS,4,11.437307223902277
2026-02-01,Peanut,ETS,5,11.437307223902277
2026-02-08,Peanut,ETS,6,11.437307223902277
2026-02-15,Peanut,ETS,7,10.674820075642124
2026-02-22,Peanut,ETS,8,11.437307223902277
2026-03-01,Peanut,ETS,9,10.674820075642124
2026-03-08,Peanut,ETS,10,11.437307223902277
2026-03-15,Peanut,ETS,11,11.437307223902277
2026-03-22,Peanut,ETS,12,11.437307223902277
2026-03-29,Peanut,ETS,13,11.437307223902277
2026-01-04,Bell Pepper,ETS,1,4.135416716486528
2026-01-11,Bell Pepper,ETS,2,3.75946974226048
2026-01-18,Bell Pepper,ETS,3,3.75946974226048
2026-01-25,Bell Pepper,ETS,4,3.75946974226048
2026-02-01,Bell Pepper,ETS,5,4.135416716486528
2026-02-08,Bell Pepper,ETS,6,3.75946974226048
2026-02-15,Bell Pepper,ETS,7,4.511363690712577
2026-02-22,Bell Pepper,ETS,8,4.511363690712577
2026-03-01,Bell Pepper,ETS,9,4.511363690712577
2026-03-08,Bell Pepper,ETS,10,4.511363690712577
2026-03-15,Bell Pepper,ETS,11,4.511363690712577
2026-03-22,Bell Pepper,ETS,12,4.887310664938624
2026-03-29,Bell Pepper,ETS,13,4.511363690712577
2026-01-04,Strawberry,ETS,1,11.323529632119126
2026-01-11,Strawberry,ETS,2,13.58823555854295
2026-01-18,Strawberry,ETS,3,15.47549049722947
2026-01-25,Strawberry,ETS,4,15.47549049722947
2026-02-01,Strawberry,ETS,5,16.98529444817869
2026-02-08,Strawberry,ETS,6,21.137255313289035
2026-02-15,Strawberry,ETS,7,16.98529444817869
2026-02-22,Strawberry,ETS,8,31.328431982196246
2026-03-01,Strawberry,ETS,9,37.74509877373042
2026-03-08,Strawberry,ETS,10,18.117647411390603
2026-03-15,Strawberry,ETS,11,15.47549049722947
2026-03-22,Strawberry,ETS,12,13.965686546280253
2026-03-29,Strawberry,ETS,13,12.833333583068342
2026-01-04,Cucumber,ETS,1,4.906862840584955
2026-01-11,Cucumber,ETS,2,4.906862840584955
2026-01-18,Cucumber,ETS,3,4.906862840584955
2026-01-25,Cucumber,ETS,4,4.906862840584955
2026-02-01,Cucumber,ETS,5,5.284313828322259
2026-02-08,Cucumber,ETS,6,4.906862840584955
2026-02-15,Cucumber,ETS,7,4.906862840584955
2026-02-22,Cucumber,ETS,8,5.284313828322259
2026-03-01,Cucumber,ETS,9,5.284313828322259
2026-03-08,Cucumber,ETS,10,5.284313828322259
2026-03-15,Cucumber,ETS,11,5.661764816059563
2026-03-22,Cucumber,ETS,12,6.039215803796867
2026-03-29,Cucumber,ETS,13,5.661764816059563
2026-01-04,Blueberry,ETS,1,7.549019754746083
2026-01-11,Blueberry,ETS,2,7.549019754746083
2026-01-18,Blueberry,ETS,3,7.171568767008779
2026-01-25,Blueberry,ETS,4,6.794117779271475
2026-02-01,Blueberry,ETS,5,7.171568767008779
2026-02-08,Blueberry,ETS,6,6.794117779271475
2026-02-15,Blueberry,ETS,7,7.171568767008779
2026-02-22,Blueberry,ETS,8,6.794117779271475
2026-03-01,Blueberry,ETS,9,7.926470742483387
2026-03-08,Blueberry,ETS,10,7.549019754746083
2026-03-15,Blueberry,ETS,11,7.926470742483387
2026-03-22,Blueberry,ETS,12,8.681372717957995
2026-03-29,Blueberry,ETS,13,8.681372717957995
2026-01-04,Mango,ETS,1,5.661764816059563
2026-01-11,Mango,ETS,2,6.416666791534171
2026-01-18,Mango,ETS,3,6.039215803796867
2026-01-25,Mango,ETS,4,6.416666791534171
2026-02-01,Mango,ETS,5,6.416666791534171
2026-02-08,Mango,ETS,6,6.794117779271475
2026-02-15,Mango,ETS,7,7.171568767008779
2026-02-22,Mango,ETS,8,7.549019754746083
2026-03-01,Mango,ETS,9,7.549019754746083
2026-03-08,Mango,ETS,10,7.549019754746083
2026-03-15,Mango,ETS,11,8.681372717957995
2026-03-22,Mango,ETS,12,8.681372717957995
2026-03-29,Mango,ETS,13,8.681372717957995
2026-01-04,Watermelon,ETS,1,3.397058889635737
2026-01-11,Watermelon,ETS,2,3.0196079018984334
2026-01-18,Watermelon,ETS,3,3.0196079018984334
2026-01-25,Watermelon,ETS,4,3.397058889635737
2026-02-01,Watermelon,ETS,5,3.397058889635737
2026-02-08,Watermelon,ETS,6,3.7745098773730414
2026-02-15,Watermelon,ETS,7,4.151960865110346
2026-02-22,Watermelon,ETS,8,4.529411852847651
2026-03-01,Watermelon,ETS,9,4.529411852847651
2026-03-08,Watermelon,ETS,10,4.529411852847651
2026-03-15,Watermelon,ETS,11,4.906862840584955
2026-03-22,Watermelon,ETS,12,4.529411852847651
2026-03-29,Watermelon,ETS,13,4.529411852847651
2026-01-04,Tomato,ETS,1,16.541666865946112
2026-01-11,Tomato,ETS,2,15.413825943267966
2026-01-18,Tomato,ETS,3,17.29356081439821
2026-01-25,Tomato,ETS,4,16.165719891720062
2026-02-01,Tomato,ETS,5,16.541666865946112
2026-02-08,Tomato,ETS,6,16.917613840172162
2026-02-15,Tomato,ETS,7,16.917613840172162
2026-02-22,Tomato,ETS,8,16.541666865946112
2026-03-01,Tomato,ETS,9,17.669507788624255
2026-03-08,Tomato,ETS,10,16.917613840172162
2026-03-15,Tomato,ETS,11,17.29356081439821
2026-03-22,Tomato,ETS,12,16.917613840172162
2026-03-29,Tomato,ETS,13,16.917613840172162
2026-01-04,Corn,ETS,1,13.600554846714468
2026-01-11,Corn,ETS,2,14.356141227087493
2026-01-18,Corn,ETS,3,13.222761656527954
2026-01-25,Corn,ETS,4,12.844968466341442
2026-02-01,Corn,ETS,5,13.97834803690098
2026-02-08,Corn,ETS,6,13.222761656527954
2026-02-15,Corn,ETS,7,13.97834803690098
2026-02-22,Corn,ETS,8,13.97834803690098
2026-03-01,Corn,ETS,9,14.356141227087493
2026-03-08,Corn,ETS,10,14.733934417274009
2026-03-15,Corn,ETS,11,16.24510717802006
2026-03-22,Corn,ETS,12,15.489520797647032
2026-03-29,Corn,ETS,13,15.867313987833546
2026-01-04,Grapefruit,ETS,1,2.2723159780962767
2026-01-11,Grapefruit,ETS,2,2.2723159780962767
2026-01-18,Grapefruit,ETS,3,2.2723159780962767
2026-01-25,Grapefruit,ETS,4,2.2723159780962767
2026-02-01,Grapefruit,ETS,5,2.2723159780962767
2026-02-08,Grapefruit,ETS,6,2.2723159780962767
2026-02-15,Grapefruit,ETS,7,2.2723159780962767
2026-02-22,Grapefruit,ETS,8,2.651035307778989
2026-03-01,Grapefruit,ETS,9,2.651035307778989
2026-03-08,Grapefruit,ETS,10,2.2723159780962767
2026-03-15,Grapefruit,ETS,11,2.651035307778989
2026-03-22,Grapefruit,ETS,12,2.2723159780962767
2026-03-29,Grapefruit,ETS,13,1.893596648413564
2026-01-04,Lemon,ETS,1,14.685040913870797
2026-01-11,Lemon,ETS,2,13.931961892646656
2026-01-18,Lemon,ETS,3,14.308501403258726
2026-01-25,Lemon,ETS,4,14.685040913870797
2026-02-01,Lemon,ETS,5,16.567738466931154
2026-02-08,Lemon,ETS,6,14.308501403258726
2026-02-15,Lemon,ETS,7,14.685040913870797
2026-02-22,Lemon,ETS,8,14.685040913870797
2026-03-01,Lemon,ETS,9,14.308501403258726
2026-03-08,Lemon,ETS,10,15.43811993509494
2026-03-15,Lemon,ETS,11,15.06158042448287
2026-03-22,Lemon,ETS,12,15.43811993509494
2026-03-29,Lemon,ETS,13,15.43811993509494
2026-01-04,Pumpkin,ETS,1,4.57492288956091
2026-01-11,Pumpkin,ETS,2,4.57492288956091
2026-01-18,Pumpkin,ETS,3,4.57492288956091
2026-01-25,Pumpkin,ETS,4,4.57492288956091
2026-02-01,Pumpkin,ETS,5,3.8124357413007584
2026-02-08,Pumpkin,ETS,6,3.8124357413007584
2026-02-15,Pumpkin,ETS,7,3.8124357413007584
2026-02-22,Pumpkin,ETS,8,3.8124357413007584
2026-03-01,Pumpkin,ETS,9,3.8124357413007584
2026-03-08,Pumpkin,ETS,10,3.8124357413007584
2026-03-15,Pumpkin,ETS,11,3.8124357413007584
2026-03-22,Pumpkin,ETS,12,3.8124357413007584
2026-03-29,Pumpkin,ETS,13,3.8124357413007584
2026-01-04,Peach,ETS,1,3.388855595508646
2026-01-11,Peach,ETS,2,3.388855595508646
2026-01-18,Peach,ETS,3,3.388855595508646
2026-01-25,Peach,ETS,4,3.765395106120717
2026-02-01,Peach,ETS,5,3.765395106120717
2026-02-08,Peach,ETS,6,3.765395106120717
2026-02-15,Peach,ETS,7,3.765395106120717
2026-02-22,Peach,ETS,8,3.765395106120717
2026-03-01,Peach,ETS,9,4.518474127344861
2026-03-08,Peach,ETS,10,4.141934616732788
2026-03-15,Peach,ETS,11,4.518474127344861
2026-03-22,Peach,ETS,12,4.518474127344861
2026-03-29,Peach,ETS,13,4.141934616732788
2026-01-04,Celery,ETS,1,2.6445523313055905
2026-01-11,Celery,ETS,2,2.6445523313055905
2026-01-18,Celery,ETS,3,2.6445523313055905
2026-01-25,Celery,ETS,4,2.266759141119078
2026-02-01,Celery,ETS,5,2.6445523313055905
2026-02-08,Celery,ETS,6,2.266759141119078
2026-02-15,Celery,ETS,7,2.6445523313055905
2026-02-22,Celery,ETS,8,2.266759141119078
2026-03-01,Celery,ETS,9,2.266759141119078
2026-03-08,Celery,ETS,10,2.266759141119078
2026-03-15,Celery,ETS,11,2.266759141119078
2026-03-22,Celery,ETS,12,2.266759141119078
2026-03-29,Celery,ETS,13,2.266759141119078
2026-01-04,Lettuce,ETS,1,3.400138711678617
2026-01-11,Lettuce,ETS,2,3.400138711678617
2026-01-18,Lettuce,ETS,3,3.022345521492104
2026-01-25,Lettuce,ETS,4,3.022345521492104
2026-02-01,Lettuce,ETS,5,3.022345521492104
2026-02-08,Lettuce,ETS,6,3.400138711678617
2026-02-15,Lettuce,ETS,7,3.400138711678617
2026-02-22,Lettuce,ETS,8,3.400138711678617
2026-03-01,Lettuce,ETS,9,3.400138711678617
2026-03-08,Lettuce,ETS,10,3.400138711678617
2026-03-15,Lettuce,ETS,11,3.400138711678617
2026-03-22,Lettuce,ETS,12,3.400138711678617
2026-03-29,Lettuce,ETS,13,3.400138711678617
2026-01-04,Grape,ETS,1,6.40117168040522
2026-01-11,Grape,ETS,2,6.40117168040522
2026-01-18,Grape,ETS,3,5.648092659181075
2026-01-25,Grape,ETS,4,6.024632169793148
2026-02-01,Grape,ETS,5,6.40117168040522
2026-02-08,Grape,ETS,6,6.024632169793148
2026-02-15,Grape,ETS,7,6.024632169793148
2026-02-22,Grape,ETS,8,6.40117168040522
2026-03-01,Grape,ETS,9,6.40117168040522
2026-03-08,Grape,ETS,10,6.40117168040522
2026-03-15,Grape,ETS,11,6.777711191017292
2026-03-22,Grape,ETS,12,6.777711191017292
2026-03-29,Grape,ETS,13,6.777711191017292
2026-01-04,Eggplant,ETS,1,2.631835448633473
2026-01-11,Eggplant,ETS,2,2.631835448633473
2026-01-18,Eggplant,ETS,3,2.255858955971549
2026-01-25,Eggplant,ETS,4,2.631835448633473
2026-02-01,Eggplant,ETS,5,2.631835448633473
2026-02-08,Eggplant,ETS,6,2.255858955971549
2026-02-15,Eggplant,ETS,7,2.631835448633473
2026-02-22,Eggplant,ETS,8,2.631835448633473
2026-03-01,Eggplant,ETS,9,2.631835448633473
2026-03-08,Eggplant,ETS,10,2.631835448633473
2026-03-15,Eggplant,ETS,11,5.639647389928872
2026-03-22,Eggplant,ETS,12,2.631835448633473
2026-03-29,Eggplant,ETS,13,2.631835448633473
2026-01-04,Zucchini,ETS,1,3.0078119412953983
2026-01-11,Zucchini,ETS,2,3.0078119412953983
2026-01-18,Zucchini,ETS,3,3.0078119412953983
2026-01-25,Zucchini,ETS,4,2.631835448633473
2026-02-01,Zucchini,ETS,5,2.631835448633473
2026-02-08,Zucchini,ETS,6,2.631835448633473
2026-02-15,Zucchini,ETS,7,3.0078119412953983
2026-02-22,Zucchini,ETS,8,3.0078119412953983
2026-03-01,Zucchini,ETS,9,3.0078119412953983
2026-03-08,Zucchini,ETS,10,3.0078119412953983
2026-03-15,Zucchini,ETS,11,3.0078119412953983
2026-03-22,Zucchini,ETS,12,3.0078119412953983
2026-03-29,Zucchini,ETS,13,3.0078119412953983
2026-01-04,Okra,ETS,1,1.1203523537978444
2026-01-11,Okra,ETS,2,1.1203523537978444
2026-01-18,Okra,ETS,3,1.1203523537978444
2026-01-25,Okra,ETS,4,1.1203523537978444
2026-02-01,Okra,ETS,5,1.1203523537978444
2026-02-08,Okra,ETS,6,1.1203523537978444
2026-02-15,Okra,ETS,7,1.4938031383971262
2026-02-22,Okra,ETS,8,1.1203523537978444
2026-03-01,Okra,ETS,9,1.1203523537978444
2026-03-08,Okra,ETS,10,1.1203523537978444
2026-03-15,Okra,ETS,11,1.4938031383971262
2026-03-22,Okra,ETS,12,1.4938031383971262
2026-03-29,Okra,ETS,13,1.4938031383971262
2026-01-04,Sugarcane,ETS,1,1.1203523537978444
2026-01-11,Sugarcane,ETS,2,1.1203523537978444
2026-01-18,Sugarcane,ETS,3,1.1203523537978444
2026-01-25,Sugarcane,ETS,4,1.1203523537978444
2026-02-01,Sugarcane,ETS,5,1.1203523537978444
2026-02-08,Sugarcane,ETS,6,1.1203523537978444
2026-02-15,Sugarcane,ETS,7,1.1203523537978444
2026-02-22,Sugarcane,ETS,8,1.1203523537978444
2026-03-01,Sugarcane,ETS,9,1.1203523537978444
2026-03-08,Sugarcane,ETS,10,1.1203523537978444
2026-03-15,Sugarcane,ETS,11,1.1203523537978444
2026-03-22,Sugarcane,ETS,12,1.1203523537978444
2026-03-29,Sugarcane,ETS,13,1.1203523537978444
2026-01-04,Rosemary,ETS,1,2.614155492194971
2026-01-11,Rosemary,ETS,2,2.614155492194971
2026-01-18,Rosemary,ETS,3,2.2407047075956887
2026-01-25,Rosemary,ETS,4,2.2407047075956887
2026-02-01,Rosemary,ETS,5,2.614155492194971
2026-02-08,Rosemary,ETS,6,2.614155492194971
2026-02-15,Rosemary,ETS,7,2.614155492194971
2026-02-22,Rosemary,ETS,8,2.614155492194971
2026-03-01,Rosemary,ETS,9,2.614155492194971
2026-03-08,Rosemary,ETS,10,2.614155492194971
2026-03-15,Rosemary,ETS,11,2.9876062767942524
2026-03-22,Rosemary,ETS,12,2.614155492194971
2026-03-29,Rosemary,ETS,13,2.614155492194971
2026-01-04,Citrus Fruit,ETS,1,11.361579890481384
2026-01-11,Citrus Fruit,ETS,2,10.982860560798668
2026-01-18,Citrus Fruit,ETS,3,10.604141231115957
2026-01-25,Citrus Fruit,ETS,4,11.361579890481384
2026-02-01,Citrus Fruit,ETS,5,10.604141231115957
2026-02-08,Citrus Fruit,ETS,6,10.982860560798668
2026-02-15,Citrus Fruit,ETS,7,10.604141231115957
2026-02-22,Citrus Fruit,ETS,8,10.225421901433243
2026-03-01,Citrus Fruit,ETS,9,9.846702571750532
2026-03-08,Citrus Fruit,ETS,10,10.982860560798668
2026-03-15,Citrus Fruit,ETS,11,10.604141231115957
2026-03-22,Citrus Fruit,ETS,12,10.982860560798668
2026-03-29,Citrus Fruit,ETS,13,10.225421901433243
2026-01-04,Plum,ETS,1,1.5097548025721177
2026-01-11,Plum,ETS,2,1.5097548025721177
2026-01-18,Plum,ETS,3,1.1323161019290884
2026-01-25,Plum,ETS,4,1.5097548025721177
2026-02-01,Plum,ETS,5,1.5097548025721177
2026-02-08,Plum,ETS,6,1.8871935032151472
2026-02-15,Plum,ETS,7,1.5097548025721177
2026-02-22,Plum,ETS,8,1.8871935032151472
2026-03-01,Plum,ETS,9,1.8871935032151472
2026-03-08,Plum,ETS,10,1.8871935032151472
2026-03-15,Plum,ETS,11,1.8871935032151472
2026-03-22,Plum,ETS,12,1.8871935032151472
2026-03-29,Plum,ETS,13,1.8871935032151472
2026-01-04,Cauliflower,ETS,1,3.0195096051442354
2026-01-11,Cauliflower,ETS,2,3.396948305787265
2026-01-18,Cauliflower,ETS,3,3.0195096051442354
2026-01-25,Cauliflower,ETS,4,3.0195096051442354
2026-02-01,Cauliflower,ETS,5,3.0195096051442354
2026-02-08,Cauliflower,ETS,6,3.0195096051442354
2026-02-15,Cauliflower,ETS,7,3.0195096051442354
2026-02-22,Cauliflower,ETS,8,3.0195096051442354
2026-03-01,Cauliflower,ETS,9,3.0195096051442354
2026-03-08,Cauliflower,ETS,10,2.642070904501206
2026-03-15,Cauliflower,ETS,11,2.642070904501206
2026-03-22,Cauliflower,ETS,12,2.642070904501206
2026-03-29,Cauliflower,ETS,13,2.642070904501206
2026-01-04,Walnut,ETS,1,3.012471341833796
2026-01-11,Walnut,ETS,2,2.6359124241045717
2026-01-18,Walnut,ETS,3,3.012471341833796
2026-01-25,Walnut,ETS,4,2.6359124241045717
