group,seam,crop,n_overlap,factor,median_abs_rel,p90_abs_rel,mean_signed_rel
g1,p19,mango,27,0.8283232355002318,6.582037935061448e-05,6.582037935071518e-05,0.0005604635311408304
g1,p19,watermelon,27,0.8283232355002318,6.582037935061448e-05,6.58203793507485e-05,-0.0008343839931443988
g2,p02,cucumber,27,1.0,0.0,0.0,0.0
g2,p02,strawberry,27,1.0,0.0,0.0,0.0
g2,p02,tomato,27,1.0,0.0,0.0,0.0
g2,p02,potato,26,1.0,0.0,0.0,0.0
g2,p02,bell pepper,27,1.0,0.0,0.0,0.0
g2,p03,cucumber,26,0.6073394495412844,0.06284403669724759,0.21467889908256885,0.04649258997882845
g2,p03,strawberry,26,0.6073394495412844,0.01599329569513057,0.0437100361412288,-0.0014649353540297798
g2,p03,tomato,26,0.6073394495412844,0.012232415902140678,0.035402050728548275,0.00027960397347162467
g2,p03,potato,26,0.6073394495412844,0.012652905198776758,0.02297566812923821,-0.0030339655174510425
g2,p03,bell pepper,26,0.6073394495412844,0.08899082568807337,0.21467889908256876,0.05116443189837684
g2,p04,cucumber,28,0.6071285378179337,0.0003472715686589046,0.0003472715686589046,0.001896378886699799
g2,p04,strawberry,28,0.6071285378179337,0.0003472715686589046,0.00034727156865897106,-0.0005676168024963797
g2,p04,tomato,28,0.6071285378179337,0.0003472715686589364,0.0003472715686590183,8.944871462256486e-05
g2,p04,potato,28,0.6071285378179337,0.00034727156865893436,0.00034727156865899274,0.0003785575421549235
g2,p04,bell pepper,28,0.6071285378179337,0.0003472715686589046,0.0003472715686589046,-0.0035244116295317473
g2,p05,cucumber,26,0.4869832261825864,0.06420623999164757,0.12295251201002302,0.013788201605457049
g2,p05,strawberry,26,0.4869832261825864,0.011543508552734644,0.025463775782540273,-0.0016539608059540193
g2,p05,tomato,26,0.4869832261825864,0.010063106040761433,0.024695472202894662,0.002253669183424133
g2,p05,potato,26,0.4869832261825864,0.007410300931117194,0.019644632372202004,-0.0021524512621535685
g2,p05,bell pepper,26,0.4869832261825864,0.002636171437520518,0.19789106284998365,5.459601221251319e-05
g2,p06,cucumber,27,0.42133357597286153,0.011210117849956715,0.03867650346523567,-0.010612469644439071
g2,p06,strawberry,27,0.42133357597286153,0.017871937507397472,0.04317332566829564,0.007666021830077118
g2,p06,tomato,27,0.42133357597286153,0.011210117849956715,0.023171285779191097,-0.004717339885415072
g2,p06,potato,27,0.42133357597286153,0.007574860930287334,0.017879614731313137,0.002240094161227495
g2,p06,bell pepper,27,0.42133357597286153,0.08148893360160976,0.15358819584171718,0.029722426268368744
g2,p07,cucumber,27,0.2698983023733894,0.03912843256014161,0.05699397961515941,-0.0008215394580443637
g2,p07,strawberry,27,0.2698983023733894,0.012437555686812127,0.01953757559780253,0.00027895404878572485
g2,p07,tomato,27,0.2698983023733894,0.005413640720146576,0.014348272736583867,-3.3715248090066114e-05
g2,p07,potato,27,0.2698983023733894,0.009400434482275505,0.2811620899198112,-0.009895879810073347
g2,p07,bell pepper,27,0.2698983023733894,0.024929671935849027,0.10318653705613211,-0.000551473115857394
g2,p08,cucumber,27,0.4567778245221231,0.015444307367734757,0.07686881148387749,-0.008637148199395935
g2,p08,strawberry,27,0.4567778245221231,0.015444307367734757,0.026433964373879165,0.005360456306485111
g2,p08,tomato,27,0.4567778245221231,0.008935048987172492,0.017748710851597533,0.000866858330606244
