model,horizon,MASE_mean,MASE_std,RMSSE_mean,RMSSE_std,MAE_mean,MAE_std,RMSE_mean,RMSE_std,sMAPE_mean,sMAPE_std,Pearson_mean,Pearson_std,Spearman_mean,Spearman_std
Naive,1,0.5569204327883933,0.4973912718816894,0.709492115490685,0.6413020681528961,0.5316164792757483,0.683456846958542,1.062782618155515,1.7327502626870501,8.519869740613695,5.652919855745294,0.670369288054036,0.2175239281735981,0.7338445309171874,0.14578581335467525
SeasonalNaive,1,0.9111218533031898,0.4365218824974126,0.8423181754735104,0.40504231817098396,0.8089200790587527,0.5881454456474273,1.1121599439483678,0.9054258032764231,17.763479535181595,14.530944331324964,0.4595609214571888,0.34562144229702985,0.3892387889862417,0.3917542822617257
SeasonalNaive,4,0.9061759444048411,0.4373900821651969,0.8386123232541159,0.40485256240152523,0.8065106395592687,0.5927560291151357,1.1112687865304114,0.9188309309103122,17.717337812456734,14.849059589112212,0.45901015794416294,0.3450154537657116,0.3883165663102188,0.39366540874312517
Naive,4,0.9288036027617949,1.1913916317603557,0.994459972643741,1.0721336272691606,0.9233103712596142,1.623462392407053,1.5930966094407555,3.13082810649538,13.56889065626389,11.608557152697092,0.49979252015129694,0.21691880070774783,0.5809247246556404,0.16360736503214762
SeasonalNaive,8,0.9090488031931452,0.43844065498616225,0.8519059804174438,0.4124423742088564,0.8142192627663262,0.6111149682378991,1.1436589171687437,0.9980613184800323,17.79359677330389,15.541511872586188,0.45394041365270665,0.33810446653342496,0.3873605965804393,0.39069310500560406
Naive,8,1.2958170827348283,1.7244420120618635,1.2632543494842923,1.4061751613653235,1.2757146421473409,2.2803262244023936,2.024232581469155,4.047501486882406,18.530759361247693,14.649265299093878,0.2628337827205256,0.20373238157072449,0.341860903119343,0.18002294986312437
SeasonalNaive,13,0.8994919409878761,0.4330624256495973,0.8485520028084229,0.4119736819803694,0.805903865308432,0.6033859512536033,1.1392912051844397,0.9940318233416782,17.675885820089455,16.223041211790356,0.4619482924600608,0.33821929175025456,0.39800792200345686,0.39166719017443535
Naive,13,1.6036766057758363,2.152439129259747,1.4664378994234915,1.62952200248775,1.5605156793740513,2.7696066508828716,2.3113994972124203,4.519642193186963,23.08835080983154,18.41351455743542,0.04797147944129031,0.20366893731507216,0.09060898061771903,0.21799073660383786
