MASE,RMSSE,MAE,RMSE,sMAPE,Pearson,Spearman,model,fold,crop,horizon,n
1.3268885912731465,1.3439296756215742,2.5551594828656334,4.5039286470971405,18.08736113577655,0.7886070275412429,0.7533227193670617,SeasonalNaive,0,Strawberry,13,112
1.8379107709895297,1.3884607499444017,0.7724005972864345,0.9971523746156671,17.78282194027017,0.5458240655410137,0.7395370051172941,SeasonalNaive,0,Cucumber,13,112
1.1811762022450627,1.0298150253174347,0.8504335849861141,1.2034695334687504,14.99049835002437,0.8374112080395537,0.8281242973359849,SeasonalNaive,0,Blueberry,13,112
1.1357141840621277,1.0965859282823218,0.8271919874107565,1.2712842656271335,12.70669018986561,0.8987777630197524,0.9141317757572858,SeasonalNaive,0,Mango,13,112
1.657345554741921,1.5014666636474385,0.9302164525889373,1.2595849418719842,28.61967979441579,0.9022994388401067,0.9231701598819091,SeasonalNaive,0,Watermelon,13,112
1.34137959263286,1.3312529259936334,2.45091118816921,3.032123513964502,16.99970729328097,-0.05650759490386827,-0.0802568675115813,SeasonalNaive,0,Tomato,13,112
1.2317644751435162,0.9377300624551614,1.4679787397523174,1.999847500156645,9.958843517798275,0.8273476756430951,0.7502724640849844,SeasonalNaive,0,Corn,13,112
0.8686655364104361,0.8608977350056854,0.2387874690699911,0.3232887163958062,13.971435448644765,0.4236169122118194,0.4494622760150467,SeasonalNaive,0,Grapefruit,13,112
1.1602481743794089,1.210167033888861,1.401023760559392,1.9240173721585307,10.910674929851227,0.10333192296340861,0.3170258832389898,SeasonalNaive,0,Lemon,13,112
1.3533927025504187,1.3432802488233166,1.7492315968118948,3.841592760571387,14.983791391157565,0.9820345714886651,0.885450368255464,SeasonalNaive,0,Pumpkin,13,112
1.0815375032299577,1.12417202272105,0.9099059848723228,1.162992746307202,19.998128835082714,0.7505868590771207,0.7684625080189637,SeasonalNaive,0,Peach,13,112
0.6383252483560534,0.6240861245685405,0.30398822503321615,0.4097027152885455,14.241057762239885,0.245649497121846,-0.11708721352141678,SeasonalNaive,0,Celery,13,112
0.5580998972581676,0.4048917390392774,0.41249491950375344,0.5220875978707543,16.506305348195575,-0.06765686274581668,-0.2052038443074417,SeasonalNaive,0,Lettuce,13,112
0.8425436827093621,0.6772335050456821,0.5038051179732833,0.6314753933528114,10.808580293283326,0.6057255834286761,0.4853801102913538,SeasonalNaive,0,Grape,13,112
1.513188842643964,1.4003506029698045,0.5393809323953606,0.7285557093653424,16.34652348757769,0.15060305247500752,0.1751141960165409,SeasonalNaive,0,Eggplant,13,112
1.462835383541079,1.3359821278663957,1.0400504980491654,1.5102241563345173,32.39766618007051,0.3141490149793798,0.44930320821374936,SeasonalNaive,0,Zucchini,13,112
1.3559041158763145,1.167284741698216,0.28016929182642586,0.3582751495964232,21.141795006851993,0.5254251118041741,0.5266867236101153,SeasonalNaive,0,Okra,13,112
1.5653171570125126,1.1139054491082667,0.1612197983547591,0.19378276290871652,17.114006907930474,0.09545970519319845,-0.20460875111111543,SeasonalNaive,0,Sugarcane,13,112
0.7151015645396479,0.6472265126623193,0.3519173647411082,0.42204370809916036,19.5633691797315,0.40206804144933384,0.13555621675296312,SeasonalNaive,0,Rosemary,13,112
0.20113492624194296,0.13741140074891198,1.0885774975857998,1.2872113508061087,13.886421889355047,0.45015671208135144,0.5255973577402336,SeasonalNaive,0,Citrus Fruit,13,112
0.7943846244390083,0.796508185326367,0.2782427002730387,0.3522290767470673,23.93236742910553,0.5451989676812714,0.4077132252792708,SeasonalNaive,0,Plum,13,112
0.9681862902281637,0.9626210641943189,0.5987496516854302,0.7375321356992295,15.601133121522293,0.6028936027239606,0.573190796043165,SeasonalNaive,0,Cauliflower,13,112
1.179289096669931,1.0551709929609794,0.2991475224196555,0.36180622119974754,15.681277759416032,0.345484281644508,0.03320434958628287,SeasonalNaive,0,Walnut,13,112
