date,TMIN
2018-01-01,44.46853146853147
2018-01-02,42.891891891891895
2018-01-03,42.38775510204081
2018-01-04,33.261744966442954
2018-01-05,33.229729729729726
2018-01-06,35.951388888888886
2018-01-07,39.59027777777778
2018-01-08,47.02739726027397
2018-01-09,57.60958904109589
2018-01-10,61.62162162162162
2018-01-11,62.82312925170068
2018-01-12,61.3448275862069
2018-01-13,49.04895104895105
2018-01-14,39.58450704225352
2018-01-15,42.11188811188811
2018-01-16,44.17006802721088
2018-01-17,43.04081632653061
2018-01-18,30.613333333333333
2018-01-19,34.07382550335571
2018-01-20,41.888888888888886
2018-01-21,51.10884353741496
2018-01-22,55.92
2018-01-23,58.63758389261745
2018-01-24,52.141891891891895
2018-01-25,50.93877551020408
2018-01-26,52.64
2018-01-27,59.33793103448276
2018-01-28,62.55102040816327
2018-01-29,59.852348993288594
2018-01-30,47.317567567567565
2018-01-31,43.053691275167786
2018-02-01,47.26845637583892
2018-02-02,51.422818791946305
2018-02-03,52.326530612244895
2018-02-04,57.50340136054422
2018-02-05,56.328859060402685
2018-02-06,54.46979865771812
2018-02-07,60.328859060402685
2018-02-08,61.395973154362416
2018-02-09,61.58783783783784
2018-02-10,64.2
2018-02-11,66.55862068965517
2018-02-12,66.94520547945206
2018-02-13,65.34246575342466
2018-02-14,63.02013422818792
2018-02-15,62.03333333333333
2018-02-16,60.93197278911565
2018-02-17,60.62758620689655
2018-02-18,60.55555555555556
2018-02-19,63.6554054054054
2018-02-20,67.03401360544218
2018-02-21,68.63513513513513
2018-02-22,66.28275862068965
2018-02-23,65.29251700680273
2018-02-24,64.98630136986301
2018-02-25,64.8972602739726
2018-02-26,64.89261744966443
2018-02-27,63.08108108108108
2018-02-28,61.939189189189186
2018-03-01,63.7027027027027
2018-03-02,60.93197278911565
2018-03-03,51.0958904109589
2018-03-04,47.0551724137931
2018-03-05,47.625850340136054
2018-03-06,49.59863945578231
2018-03-07,53.5578231292517
2018-03-08,46.57931034482758
2018-03-09,42.285714285714285
2018-03-10,45.59440559440559
