date,TMAX
2022-01-01,82.35507246376811
2022-01-02,82.62773722627738
2022-01-03,76.35714285714286
2022-01-04,70.50704225352112
2022-01-05,73.47517730496453
2022-01-06,75.04255319148936
2022-01-07,74.19424460431655
2022-01-08,76.3623188405797
2022-01-09,78.70422535211267
2022-01-10,77.38461538461539
2022-01-11,72.3006993006993
2022-01-12,71.7062937062937
2022-01-13,72.0
2022-01-14,70.68531468531468
2022-01-15,71.55797101449275
2022-01-16,70.60583941605839
2022-01-17,66.71014492753623
2022-01-18,64.75
2022-01-19,69.05714285714286
2022-01-20,75.00709219858156
2022-01-21,72.96376811594203
2022-01-22,65.67175572519083
2022-01-23,59.08888888888889
2022-01-24,61.12592592592593
2022-01-25,62.3768115942029
2022-01-26,66.15217391304348
2022-01-27,69.74647887323944
2022-01-28,68.73381294964028
2022-01-29,62.074074074074076
2022-01-30,57.770992366412216
2022-01-31,65.2919708029197
2022-02-01,70.92753623188406
2022-02-02,75.02173913043478
2022-02-03,78.3840579710145
2022-02-04,80.0
2022-02-05,73.95555555555555
2022-02-06,68.44360902255639
2022-02-07,67.7536231884058
2022-02-08,65.83453237410072
2022-02-09,65.27611940298507
2022-02-10,69.67164179104478
2022-02-11,74.05633802816901
2022-02-12,77.0354609929078
2022-02-13,74.2
2022-02-14,68.38129496402878
2022-02-15,69.30935251798562
2022-02-16,75.79432624113475
2022-02-17,79.97101449275362
2022-02-18,81.15384615384616
2022-02-19,78.28057553956835
2022-02-20,76.21323529411765
2022-02-21,78.20714285714286
2022-02-22,80.68345323741008
2022-02-23,82.30281690140845
2022-02-24,82.63380281690141
2022-02-25,83.38129496402878
2022-02-26,83.03676470588235
2022-02-27,82.68382352941177
2022-02-28,78.51773049645391
2022-03-01,76.68345323741008
2022-03-02,77.22627737226277
2022-03-03,80.64335664335664
2022-03-04,82.45390070921985
2022-03-05,82.86861313868613
2022-03-06,83.43884892086331
2022-03-07,83.87412587412588
2022-03-08,83.85106382978724
2022-03-09,83.50704225352112
2022-03-10,81.66197183098592
2022-03-11,81.48226950354609
2022-03-12,80.42335766423358
2022-03-13,71.44360902255639
2022-03-14,73.86428571428571
2022-03-15,77.17985611510791
2022-03-16,79.84507042253522
2022-03-17,82.18248175182482
2022-03-18,83.77536231884058
2022-03-19,84.88235294117646
2022-03-20,82.88148148148149
2022-03-21,79.9927536231884
2022-03-22,81.51773049645391
2022-03-23,82.29850746268657
2022-03-24,80.65957446808511
2022-03-25,78.54744525547446
2022-03-26,77.4962962962963
2022-03-27,79.05072463768116
2022-03-28,81.57971014492753
2022-03-29,83.81159420289855
2022-03-30,83.99295774647888
2022-03-31,83.61313868613139
2022-04-01,83.59154929577464
2022-04-02,81.29496402877697
2022-04-03,81.30827067669173
2022-04-04,82.31654676258992
2022-04-05,84.84615384615384
2022-04-06,86.83571428571429
2022-04-07,85.59420289855072
2022-04-08,79.44444444444444
2022-04-09,74.84444444444445
2022-04-10,75.84848484848484
2022-04-11,78.75187969924812
2022-04-12,81.72592592592592
2022-04-13,83.02173913043478
2022-04-14,84.04285714285714
2022-04-15,85.13571428571429
2022-04-16,85.41134751773049
2022-04-17,86.23913043478261
2022-04-18,86.09285714285714
2022-04-19,82.8
