date,PRCP
2020-01-01,0.004380804953560372
2020-01-02,0.0019201228878648233
2020-01-03,0.016242424242424242
2020-01-04,0.1449848484848485
2020-01-05,0.26329956584659914
2020-01-06,0.0019171779141104294
2020-01-07,0.0004464285714285714
2020-01-08,0.0007623318385650224
2020-01-09,6.015037593984962e-05
2020-01-10,0.0021253822629969422
2020-01-11,0.03459909228441755
2020-01-12,0.10728376327769348
2020-01-13,0.038187403993855604
2020-01-14,0.021969924812030073
2020-01-15,0.05214814814814815
2020-01-16,0.004457831325301205
2020-01-17,0.009329359165424739
2020-01-18,0.021446153846153844
2020-01-19,0.062326656394453006
2020-01-20,0.02235114503816794
2020-01-21,0.0009696969696969697
2020-01-22,0.004193548387096774
2020-01-23,0.06402674591381873
2020-01-24,0.1806547619047619
2020-01-25,0.01845440494590417
2020-01-26,0.0031782945736434105
2020-01-27,0.018147590361445785
2020-01-28,0.0033695652173913043
2020-01-29,0.01817901234567901
2020-01-30,0.15210071942446043
2020-01-31,0.04320610687022901
2020-02-01,0.3661692969870875
2020-02-02,0.12533632286995514
2020-02-03,0.0026524390243902437
2020-02-04,0.0011933534743202418
2020-02-05,0.014856278366111952
2020-02-06,0.09493293591654248
2020-02-07,0.7249663526244953
2020-02-08,0.04107413010590015
2020-02-09,0.00026275115919629057
2020-02-10,0.0010741301059001512
2020-02-11,0.008153153153153153
2020-02-12,0.0051769911504424785
2020-02-13,0.017134328358208956
2020-02-14,0.11207407407407408
2020-02-15,0.10693129770992367
2020-02-16,0.10204018547140649
2020-02-17,0.2247259259259259
2020-02-18,0.005540123456790124
2020-02-19,0.009363636363636364
2020-02-20,0.030123456790123456
2020-02-21,0.14026509572901324
2020-02-22,0.04053516819571866
2020-02-23,0.02913846153846154
2020-02-24,0.021679160419790105
2020-02-25,0.2391776798825257
2020-02-26,0.22907932011331444
2020-02-27,0.42383216783216787
2020-02-28,0.0005909090909090909
2020-02-29,0.0023993808049535604
2020-03-01,0.0
2020-03-02,0.0011613876319758673
2020-03-03,0.005103550295857988
2020-03-04,0.10094814814814815
2020-03-05,0.06332352941176471
2020-03-06,0.06713256484149856
2020-03-07,0.011767441860465116
2020-03-08,0.0005572755417956657
2020-03-09,0.002309985096870343
