date,TMIN
2019-01-01,64.36619718309859
2019-01-02,63.52413793103448
2019-01-03,64.37241379310345
2019-01-04,63.273972602739725
2019-01-05,56.47552447552447
2019-01-06,48.11267605633803
2019-01-07,50.183673469387756
2019-01-08,53.89041095890411
2019-01-09,53.863945578231295
2019-01-10,43.358620689655176
2019-01-11,42.636986301369866
2019-01-12,51.04929577464789
2019-01-13,55.94285714285714
2019-01-14,52.90344827586207
2019-01-15,47.717241379310344
2019-01-16,42.802721088435376
2019-01-17,42.40816326530612
2019-01-18,48.16326530612245
2019-01-19,52.02797202797203
2019-01-20,48.94285714285714
2019-01-21,38.183098591549296
2019-01-22,43.68027210884354
2019-01-23,57.205479452054796
2019-01-24,57.33561643835616
2019-01-25,46.802721088435376
2019-01-26,46.11188811188811
2019-01-27,48.76056338028169
2019-01-28,43.82993197278912
2019-01-29,41.69655172413793
2019-01-30,43.2972972972973
2019-01-31,44.85616438356164
2019-02-01,52.62068965517241
2019-02-02,59.61971830985915
2019-02-03,59.232394366197184
2019-02-04,58.25170068027211
2019-02-05,55.08108108108108
2019-02-06,55.87837837837838
2019-02-07,57.16891891891892
2019-02-08,56.97278911564626
2019-02-09,57.776978417266186
2019-02-10,61.42253521126761
2019-02-11,62.44137931034483
2019-02-12,64.13103448275862
2019-02-13,55.136986301369866
2019-02-14,46.26027397260274
2019-02-15,51.51048951048951
2019-02-16,55.84615384615385
2019-02-17,61.11188811188811
2019-02-18,64.84931506849315
2019-02-19,65.40816326530613
2019-02-20,66.44897959183673
2019-02-21,66.93243243243244
2019-02-22,67.22602739726027
2019-02-23,68.90344827586208
2019-02-24,66.77083333333333
2019-02-25,59.87837837837838
2019-02-26,61.26712328767123
2019-02-27,62.29931972789116
2019-02-28,61.710344827586205
2019-03-01,61.6986301369863
2019-03-02,61.74825174825175
2019-03-03,62.232394366197184
2019-03-04,60.32876712328767
2019-03-05,54.54794520547945
2019-03-06,43.10958904109589
2019-03-07,42.69178082191781
2019-03-08,49.95238095238095
2019-03-09,57.229166666666664
2019-03-10,63.46153846153846
2019-03-11,64.63698630136986
2019-03-12,63.14383561643836
2019-03-13,62.842465753424655
2019-03-14,64.16666666666667
2019-03-15,64.29931972789116
2019-03-16,63.765957446808514
2019-03-17,60.77622377622377
2019-03-18,57.523809523809526
2019-03-19,56.04761904761905
2019-03-20,55.917808219178085
2019-03-21,53.57534246575342
2019-03-22,49.773972602739725
2019-03-23,47.34507042253521
2019-03-24,52.128571428571426
2019-03-25,57.95804195804196
2019-03-26,59.78767123287671
2019-03-27,57.26896551724138
2019-03-28,55.44827586206897
2019-03-29,56.34722222222222
2019-03-30,57.80714285714286
2019-03-31,58.570422535211264
2019-04-01,58.3013698630137
2019-04-02,57.80821917808219
2019-04-03,56.779310344827586
2019-04-04,59.92465753424658
2019-04-05,64.52054794520548
2019-04-06,65.8936170212766
2019-04-07,67.04861111111111
2019-04-08,68.38356164383562
2019-04-09,68.69655172413793
2019-04-10,65.9047619047619
2019-04-11,63.282758620689656
2019-04-12,65.75342465753425
2019-04-13,69.01418439716312
2019-04-14,70.09722222222223
2019-04-15,62.96551724137931
2019-04-16,56.398648648648646
2019-04-17,59.414965986394556
2019-04-18,63.57142857142857
2019-04-19,64.83561643835617
2019-04-20,58.28260869565217
2019-04-21,53.15107913669065
2019-04-22,53.6241134751773
2019-04-23,56.06206896551724
2019-04-24,59.24475524475525
2019-04-25,61.45070422535211
2019-04-26,64.56944444444444
2019-04-27,60.369565217391305
2019-04-28,60.61702127659574
2019-04-29,63.183673469387756
2019-04-30,66.875
2019-05-01,68.87162162162163
2019-05-02,69.77027027027027
2019-05-03,70.47619047619048
2019-05-04,70.07801418439716
2019-05-05,70.58450704225352
2019-05-06,69.35616438356165
2019-05-07,67.76551724137931
2019-05-08,69.32191780821918
2019-05-09,70.6734693877551
2019-05-10,70.79591836734694
2019-05-11,71.23076923076923
2019-05-12,71.67605633802818
2019-05-13,70.8843537414966
2019-05-14,68.78231292517007
2019-05-15,67.37414965986395
2019-05-16,66.5
2019-05-17,65.57042253521126
2019-05-18,66.09859154929578
2019-05-19,67.02083333333333
2019-05-20,68.80689655172414
2019-05-21,69.9020979020979
2019-05-22,69.4
2019-05-23,70.48979591836735
2019-05-24,68.39160839160839
2019-05-25,68.80851063829788
2019-05-26,70.69503546099291
2019-05-27,71.32394366197182
2019-05-28,71.2312925170068
2019-05-29,70.06802721088435
2019-05-30,71.23448275862069
2019-05-31,73.41379310344827
2019-06-01,74.00714285714285
2019-06-02,72.95774647887323
2019-06-03,73.81944444444444
2019-06-04,74.37931034482759
2019-06-05,74.48275862068965
2019-06-06,74.6993006993007
2019-06-07,75.51369863013699
2019-06-08,74.8169014084507
2019-06-09,73.82394366197182
