date,TMIN
2016-01-01,65.29012345679013
2016-01-02,60.15432098765432
2016-01-03,55.9
2016-01-04,49.9940119760479
2016-01-05,47.915151515151514
2016-01-06,51.90419161676647
2016-01-07,53.66867469879518
2016-01-08,57.646341463414636
2016-01-09,60.17791411042945
2016-01-10,57.59509202453988
2016-01-11,45.18787878787879
2016-01-12,43.32121212121212
2016-01-13,45.3433734939759
2016-01-14,47.35928143712575
2016-01-15,54.12048192771084
2016-01-16,53.65243902439025
2016-01-17,52.472727272727276
2016-01-18,44.353658536585364
2016-01-19,41.61818181818182
2016-01-20,39.4478527607362
2016-01-21,44.57831325301205
2016-01-22,51.644171779141104
2016-01-23,46.3875
2016-01-24,35.901234567901234
2016-01-25,36.98136645962733
2016-01-26,47.51234567901235
2016-01-27,58.0
2016-01-28,58.876543209876544
2016-01-29,49.20496894409938
2016-01-30,45.17901234567901
2016-01-31,49.89375
2016-02-01,56.48148148148148
2016-02-02,60.95679012345679
2016-02-03,65.35802469135803
2016-02-04,61.75301204819277
2016-02-05,47.19879518072289
2016-02-06,47.64848484848485
2016-02-07,44.82208588957055
2016-02-08,40.406060606060606
2016-02-09,44.873493975903614
2016-02-10,41.329268292682926
2016-02-11,37.946107784431135
2016-02-12,44.5609756097561
2016-02-13,48.04347826086956
2016-02-14,45.20245398773006
2016-02-15,51.95151515151515
2016-02-16,56.06707317073171
2016-02-17,51.30246913580247
2016-02-18,48.987730061349694
2016-02-19,51.56707317073171
2016-02-20,53.679245283018865
2016-02-21,54.66
2016-02-22,57.5521472392638
2016-02-23,61.42944785276074
2016-02-24,61.95705521472393
2016-02-25,51.01219512195122
2016-02-26,45.611111111111114
2016-02-27,41.65605095541401
2016-02-28,43.462025316455694
2016-02-29,49.73456790123457
2016-03-01,52.8159509202454
2016-03-02,55.49693251533742
2016-03-03,53.59509202453988
2016-03-04,55.61963190184049
2016-03-05,51.53164556962025
2016-03-06,51.70625
2016-03-07,51.24848484848485
2016-03-08,56.91358024691358
2016-03-09,61.18292682926829
2016-03-10,63.945454545454545
2016-03-11,64.11585365853658
2016-03-12,64.35849056603773
2016-03-13,65.57142857142857
2016-03-14,66.50625
2016-03-15,66.88607594936708
2016-03-16,66.6
2016-03-17,66.1375
2016-03-18,63.94303797468354
2016-03-19,65.19108280254777
2016-03-20,63.6687898089172
2016-03-21,50.225
2016-03-22,44.869565217391305
2016-03-23,50.30573248407644
2016-03-24,57.7
2016-03-25,63.12658227848101
2016-03-26,66.88461538461539
2016-03-27,68.79617834394904
2016-03-28,68.59146341463415
2016-03-29,65.06172839506173
2016-03-30,62.96319018404908
2016-03-31,66.1304347826087
2016-04-01,68.90683229813665
2016-04-02,68.14649681528662
2016-04-03,59.87261146496815
2016-04-04,58.3719512195122
2016-04-05,56.98159509202454
2016-04-06,58.707317073170735
2016-04-07,62.01829268292683
2016-04-08,59.623456790123456
2016-04-09,55.87898089171974
2016-04-10,53.74193548387097
2016-04-11,57.58024691358025
2016-04-12,60.11801242236025
2016-04-13,62.38650306748466
2016-04-14,64.56521739130434
2016-04-15,65.02453987730061
2016-04-16,65.62893081761007
2016-04-17,63.10493827160494
2016-04-18,58.06666666666667
2016-04-19,57.463855421686745
2016-04-20,58.75460122699386
2016-04-21,62.61875
2016-04-22,64.9125
2016-04-23,65.71069182389937
2016-04-24,62.67088607594937
2016-04-25,65.25925925925925
2016-04-26,64.54320987654322
2016-04-27,65.58641975308642
2016-04-28,67.2875
2016-04-29,68.31875
2016-04-30,68.9119496855346
2016-05-01,69.9119496855346
2016-05-02,70.57142857142857
2016-05-03,71.16969696969697
2016-05-04,67.7639751552795
2016-05-05,60.6566265060241
2016-05-06,56.35757575757576
2016-05-07,54.59375
2016-05-08,56.42857142857143
2016-05-09,59.282208588957054
2016-05-10,64.95757575757575
2016-05-11,67.17073170731707
2016-05-12,66.96385542168674
2016-05-13,67.03067484662577
2016-05-14,67.11180124223603
2016-05-15,65.1863354037267
2016-05-16,67.17682926829268
2016-05-17,71.6583850931677
2016-05-18,70.83435582822086
2016-05-19,70.85889570552148
2016-05-20,70.33333333333333
2016-05-21,70.61490683229813
2016-05-22,69.76875
2016-05-23,66.8136645962733
2016-05-24,66.19135802469135
2016-05-25,68.23780487804878
2016-05-26,66.58895705521472
2016-05-27,67.56603773584905
2016-05-28,69.27564102564102
2016-05-29,69.83974358974359
2016-05-30,69.9873417721519
2016-05-31,70.09146341463415
2016-06-01,70.66060606060606
2016-06-02,70.95731707317073
2016-06-03,72.98181818181818
2016-06-04,74.10909090909091
2016-06-05,74.61111111111111
2016-06-06,74.76363636363637
2016-06-07,75.10365853658537
2016-06-08,74.4
2016-06-09,73.4
2016-06-10,73.52121212121212
2016-06-11,73.76829268292683
2016-06-12,73.66666666666667
2016-06-13,74.55421686746988
2016-06-14,75.46987951807229
2016-06-15,75.97560975609755
2016-06-16,75.89156626506023
2016-06-17,74.9451219512195
2016-06-18,73.59876543209876
2016-06-19,72.3680981595092
2016-06-20,71.0
2016-06-21,68.72289156626506
2016-06-22,70.09580838323353
2016-06-23,72.91515151515152
2016-06-24,74.7090909090909
2016-06-25,75.6280487804878
