date,TMAX
2020-01-01,71.80434782608695
2020-01-02,76.41958041958041
2020-01-03,81.61805555555556
2020-01-04,80.65467625899281
2020-01-05,72.21830985915493
2020-01-06,68.44285714285714
2020-01-07,71.35172413793103
2020-01-08,71.15277777777777
2020-01-09,74.32167832167832
2020-01-10,77.39007092198581
2020-01-11,80.19285714285714
2020-01-12,81.58992805755396
2020-01-13,81.51724137931035
2020-01-14,81.60958904109589
2020-01-15,81.46206896551725
2020-01-16,81.21379310344828
2020-01-17,78.6734693877551
2020-01-18,76.89781021897811
2020-01-19,76.55555555555556
2020-01-20,70.57142857142857
2020-01-21,60.57241379310345
2020-01-22,59.46808510638298
2020-01-23,66.1360544217687
2020-01-24,73.38095238095238
2020-01-25,72.28873239436619
2020-01-26,69.12587412587412
2020-01-27,68.95862068965518
2020-01-28,70.8768115942029
2020-01-29,69.46527777777777
2020-01-30,70.45517241379311
2020-01-31,70.62068965517241
2020-02-01,68.81944444444444
2020-02-02,66.31111111111112
2020-02-03,70.54109589041096
2020-02-04,75.1917808219178
2020-02-05,78.20547945205479
2020-02-06,80.97278911564626
2020-02-07,76.10958904109589
2020-02-08,70.3
2020-02-09,74.53191489361703
2020-02-10,78.81506849315069
2020-02-11,81.74149659863946
2020-02-12,82.67567567567568
2020-02-13,83.27210884353741
2020-02-14,79.93793103448276
2020-02-15,76.74452554744525
2020-02-16,77.0354609929078
2020-02-17,78.38620689655173
2020-02-18,81.39455782312925
2020-02-19,83.15646258503402
2020-02-20,80.77551020408163
2020-02-21,73.45890410958904
2020-02-22,67.80714285714286
2020-02-23,73.19424460431655
2020-02-24,76.44520547945206
2020-02-25,78.98620689655172
2020-02-26,79.29251700680273
2020-02-27,70.41666666666667
2020-02-28,64.4
2020-02-29,67.06428571428572
2020-03-01,70.53793103448275
2020-03-02,75.11258278145695
2020-03-03,79.77027027027027
2020-03-04,83.36486486486487
2020-03-05,84.73469387755102
2020-03-06,80.49324324324324
2020-03-07,71.45070422535211
2020-03-08,71.32867132867133
2020-03-09,74.98684210526316
2020-03-10,77.91946308724832
2020-03-11,79.82191780821918
2020-03-12,81.37162162162163
2020-03-13,82.8639455782313
2020-03-14,83.95
2020-03-15,85.5
2020-03-16,84.26351351351352
2020-03-17,83.41891891891892
2020-03-18,84.39455782312925
2020-03-19,85.15068493150685
2020-03-20,85.00680272108843
2020-03-21,84.93706293706293
2020-03-22,84.8881118881119
2020-03-23,85.02684563758389
2020-03-24,85.6241610738255
2020-03-25,86.62758620689655
2020-03-26,86.92307692307692
2020-03-27,87.34532374100719
2020-03-28,87.78947368421052
2020-03-29,87.97122302158273
2020-03-30,88.24827586206897
2020-03-31,87.36805555555556
2020-04-01,82.3972602739726
2020-04-02,78.39007092198581
2020-04-03,80.47586206896551
2020-04-04,83.17142857142858
2020-04-05,81.16911764705883
2020-04-06,81.2
2020-04-07,84.08219178082192
2020-04-08,86.63013698630137
2020-04-09,88.95172413793104
2020-04-10,86.34265734265735
2020-04-11,83.17557251908397
2020-04-12,86.27407407407408
2020-04-13,88.86986301369863
2020-04-14,89.03378378378379
2020-04-15,86.5945945945946
2020-04-16,82.7687074829932
2020-04-17,82.11111111111111
2020-04-18,84.81428571428572
2020-04-19,87.08450704225352
2020-04-20,87.23648648648648
2020-04-21,86.63758389261746
2020-04-22,86.30872483221476
2020-04-23,86.49659863945578
2020-04-24,86.01360544217687
2020-04-25,85.95205479452055
2020-04-26,85.17605633802818
2020-04-27,82.27210884353741
2020-04-28,81.93243243243244
2020-04-29,84.01333333333334
2020-04-30,82.92517006802721
2020-05-01,81.54729729729729
2020-05-02,83.88571428571429
2020-05-03,84.98591549295774
2020-05-04,86.4054054054054
2020-05-05,87.72222222222223
2020-05-06,87.91891891891892
2020-05-07,83.1360544217687
2020-05-08,81.70833333333333
2020-05-09,83.6086956521739
2020-05-10,81.36428571428571
2020-05-11,83.11724137931034
2020-05-12,84.73972602739725
2020-05-13,85.19594594594595
2020-05-14,83.93793103448276
2020-05-15,84.27777777777777
2020-05-16,86.56115107913669
2020-05-17,88.43165467625899
2020-05-18,87.55405405405405
2020-05-19,87.53691275167785
2020-05-20,88.52054794520548
2020-05-21,90.3125
2020-05-22,91.59863945578232
2020-05-23,90.67361111111111
2020-05-24,87.0
2020-05-25,83.56028368794327
2020-05-26,84.50335570469798
2020-05-27,87.66442953020135
2020-05-28,89.50675675675676
2020-05-29,89.45138888888889
2020-05-30,90.18881118881119
2020-05-31,91.22068965517241
2020-06-01,90.86986301369863
2020-06-02,88.45578231292517
2020-06-03,85.12925170068027
2020-06-04,83.5625
2020-06-05,85.92465753424658
2020-06-06,85.35915492957747
2020-06-07,85.88888888888889
2020-06-08,88.29452054794521
2020-06-09,90.06849315068493
2020-06-10,90.88513513513513
2020-06-11,90.72916666666667
2020-06-12,89.75886524822695
2020-06-13,88.76428571428572
2020-06-14,88.4895104895105
2020-06-15,89.12080536912751
2020-06-16,87.49659863945578
2020-06-17,86.80405405405405
2020-06-18,88.47333333333333
2020-06-19,89.32432432432432
2020-06-20,90.57042253521126
2020-06-21,91.55319148936171
2020-06-22,91.85714285714286
2020-06-23,92.29729729729729
2020-06-24,93.04081632653062
2020-06-25,93.53472222222223
2020-06-26,93.62068965517241
2020-06-27,93.5912408759124
2020-06-28,93.69718309859155
2020-06-29,94.24305555555556
2020-06-30,94.36111111111111
2020-07-01,93.77931034482759
2020-07-02,93.05405405405405
2020-07-03,92.54421768707483
2020-07-04,91.8125
2020-07-05,90.73426573426573
2020-07-06,90.13907284768212
2020-07-07,90.16666666666667
2020-07-08,91.21192052980132
2020-07-09,92.21333333333334
2020-07-10,93.3841059602649
2020-07-11,93.3076923076923
2020-07-12,92.62068965517241
2020-07-13,92.97315436241611
2020-07-14,93.60264900662251
2020-07-15,92.96026490066225
2020-07-16,92.41379310344827
2020-07-17,92.10526315789474
2020-07-18,90.93150684931507
2020-07-19,91.03333333333333
2020-07-20,92.09333333333333
2020-07-21,91.15894039735099
2020-07-22,89.74324324324324
2020-07-23,88.62162162162163
2020-07-24,89.6510067114094
2020-07-25,90.93706293706293
2020-07-26,91.11888111888112
2020-07-27,91.37837837837837
2020-07-28,90.70945945945945
2020-07-29,90.04761904761905
2020-07-30,91.45517241379311
2020-07-31,92.98630136986301
2020-08-01,93.07801418439716
2020-08-02,91.51063829787235
2020-08-03,91.4391891891892
2020-08-04,93.33783783783784
2020-08-05,92.73469387755102
2020-08-06,92.36241610738254
2020-08-07,92.48251748251748
2020-08-08,92.7972027972028
2020-08-09,92.71232876712328
2020-08-10,93.22602739726027
2020-08-11,92.89189189189189
2020-08-12,91.96666666666667
2020-08-13,92.34228187919463
2020-08-14,92.22758620689655
2020-08-15,91.95
2020-08-16,92.625
2020-08-17,92.7448275862069
2020-08-18,92.43835616438356
2020-08-19,90.81632653061224
2020-08-20,89.35570469798658
2020-08-21,89.77027027027027
2020-08-22,89.32638888888889
2020-08-23,89.76595744680851
2020-08-24,90.38194444444444
2020-08-25,92.08108108108108
2020-08-26,92.55704697986577
2020-08-27,92.34693877551021
2020-08-28,92.62
2020-08-29,91.48251748251748
2020-08-30,90.64827586206897
2020-08-31,90.12751677852349
2020-09-01,91.47619047619048
2020-09-02,92.56164383561644
2020-09-03,93.40136054421768
2020-09-04,94.11643835616438
2020-09-05,94.49295774647888
2020-09-06,92.63888888888889
2020-09-07,90.3006993006993
2020-09-08,89.8972602739726
2020-09-09,89.69333333333333
2020-09-10,89.75342465753425
2020-09-11,90.11486486486487
2020-09-12,88.46153846153847
2020-09-13,86.42361111111111
2020-09-14,86.3445945945946
2020-09-15,86.97278911564626
2020-09-16,88.12676056338029
2020-09-17,88.68493150684931
2020-09-18,89.59863945578232
2020-09-19,88.48251748251748
2020-09-20,85.375
2020-09-21,84.00689655172414
2020-09-22,84.34246575342466
2020-09-23,85.9391891891892
2020-09-24,87.12244897959184
2020-09-25,88.74647887323944
2020-09-26,90.22695035460993
2020-09-27,88.81560283687944
2020-09-28,88.52083333333333
2020-09-29,87.55479452054794
2020-09-30,84.19444444444444
2020-10-01,83.97872340425532
2020-10-02,82.68055555555556
2020-10-03,81.51063829787235
2020-10-04,81.00694444444444
2020-10-05,83.29861111111111
2020-10-06,87.03448275862068
2020-10-07,89.38095238095238
2020-10-08,89.61224489795919
2020-10-09,88.96575342465754
2020-10-10,88.50704225352112
2020-10-11,88.66433566433567
2020-10-12,88.7448275862069
2020-10-13,88.36111111111111
2020-10-14,88.02777777777777
2020-10-15,88.22448979591837
2020-10-16,87.61904761904762
